,title,tmdb_id,imdb_id,release_date,release_month,release_day_of_week,original_language,origin_country,production_budget_raw,production_budget_adj,runtime,primary_genre,genres_list,mpaa_rating,format_premium,spoiler_risk,wiki_hype,director_id,director_name,producer_id,producer_name,cast_ids,cast_names,is_sequel,sequel_parent_rating,sequel_parent_revenue_adj,franchise_hunger,distributor,opening_theaters,calendar_ratio,bom_intl_lifetime,bom_ww_lifetime,target_dom_7day,bom_dom_lifetime,rev_day_1,theaters_day_1,rank_day_1,rev_day_2,theaters_day_2,rank_day_2,rev_day_3,theaters_day_3,rank_day_3,rev_day_4,theaters_day_4,rank_day_4,rev_day_5,theaters_day_5,rank_day_5,rev_day_6,theaters_day_6,rank_day_6,rev_day_7,theaters_day_7,rank_day_7
5386,The Curse of La Llorona,480414,tt4913966,2019-04-17,4,2,en,US,9000000.0,11418068.051160423,93,Horror,Horror,R,1.0,0.0,423596.0,1607672.0,Michael Chaves,2127.0,James Wan,1817|58650|18920,Linda Cardellini|Raymond Cruz|Patricia Velásquez,0,,,,Atomic Monster,3372.0,1.635775428,68500000.0,123233739.0,33784301.0,54733739.0,11919261.0,3372.0,1.0,8790664.0,3372.0,1.0,5637706.0,3372.0,1.0,2258033.0,3372.0,1.0,2724802.0,3372.0,1.0,1452658.0,3372.0,1.0,1001177.0,3372.0,2.0
5387,Someone Great,515248,tt8075260,2019-04-19,4,4,en,US,,,92,Comedy,Comedy|Romance,R,1.0,0.0,40551.0,1721377.0,Jennifer Kaytin Robinson,321.0,Anthony Bregman,180486|29221|206425,Gina Rodriguez|Brittany Snow|DeWanda Wise,0,,,,Likely Story,,,,,,,,,,,,,,,,,,,,,,,,,,,
5388,Avengers: Endgame,299534,tt4154796,2019-04-24,4,2,en,US,356000000.0,451648024.9881095,181,Adventure,Adventure|Science Fiction|Action,PG-13,1.0,1.0,4760543.0,19272.0,Joe Russo,10850.0,Kevin Feige,3223|16828|103,Robert Downey Jr.|Chris Evans|Mark Ruffalo,1,8.4,876972291.3303236,1.0,Marvel Studios,4662.0,1.466200304,1941066100.0,2799439100.0,473894638.0,858373000.0,157461641.0,4662.0,1.0,109264122.0,4662.0,1.0,90389244.0,4662.0,1.0,36874439.0,4662.0,1.0,33110349.0,4662.0,1.0,25251991.0,4662.0,1.0,21542852.0,4662.0,1.0
5389,UglyDolls,454458,tt1946502,2019-05-01,5,2,en,US,45000000.0,57090340.24548864,88,Animation,Animation|Music|Family|Comedy,PG,1.0,0.0,232.0,12079.0,Kelly Asbury,2294.0,Robert Rodriguez,155488|1005852|292445,Kelly Clarkson|Janelle Monáe|Blake Shelton,0,,,,Original Force Animation,3652.0,1.433240129,12300000.0,32450241.0,10360796.0,20150241.0,2496875.0,3652.0,4.0,3618823.0,3652.0,4.0,2487709.0,3652.0,3.0,362697.0,3652.0,4.0,708798.0,3652.0,4.0,371819.0,3652.0,4.0,314075.0,3652.0,5.0
5390,"Extremely Wicked, Shockingly Evil and Vile",457799,tt2481498,2019-05-02,5,3,en,US,,,111,Drama,Drama|Crime,R,1.0,0.0,176241.0,69237.0,Joe Berlinger,1031200.0,Nicolas Chartier,29222|112561|115150,Zac Efron|Lily Collins|Kaya Scodelario,0,,,,Ninjas Runnin' Wild Productions,,,,9816572.0,,9816572.0,,,,,,,,,,,,,,,,,,,,,
5391,The Last Summer,502292,tt7957694,2019-05-03,5,4,en,US,,,109,Romance,Romance|Comedy,Unrated,1.0,0.0,70025.0,140151.0,William Bindley,140151.0,William Bindley,1680339|992366|512316,KJ Apa|Maia Mitchell|Jacob Latimore,0,,,,Redrover Co. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,
5392,Tolkien,468224,tt3361792,2019-05-03,5,4,en,US,20000000.0,25373484.548966743,112,War,War|Drama|Romance,PG-13,1.0,0.0,170449.0,88857.0,Dome Karukoski,266920.0,Peter Chernin,3292|112561|17782,Nicholas Hoult|Lily Collins|Colm Meaney,0,,,,Fox Searchlight Pictures,1495.0,0.284999298,4554886.0,9090040.0,3036739.0,4535154.0,827108.0,1495.0,8.0,720980.0,1495.0,11.0,652449.0,1495.0,9.0,201017.0,1495.0,9.0,298811.0,1495.0,8.0,188274.0,1495.0,8.0,148100.0,1495.0,9.0
5393,The Intruder,524247,tt6722030,2019-05-03,5,4,en,US,8000000.0,10149393.820618045,102,Thriller,Thriller,PG-13,1.0,0.0,151995.0,119419.0,Deon Taylor,2145.0,Mark Burg,8177|82631|22122,Michael Ealy|Joseph Sikora|Meagan Good,0,,,,Hidden Empire Film Group,2222.0,0.243209661,1180239.0,36599361.0,14375126.0,35419122.0,3940875.0,2222.0,2.0,4231497.0,2222.0,2.0,2682682.0,2222.0,2.0,800754.0,2222.0,3.0,1331892.0,2222.0,3.0,702134.0,2222.0,3.0,685292.0,2222.0,3.0
5394,Pokémon Detective Pikachu,447404,tt5884052,2019-05-03,5,4,en,US,150000000.0,190301134.11725056,105,Action,Action|Adventure|Fantasy,PG,1.0,1.0,871.0,65630.0,Rob Letterman,17315.0,Cale Boyter,10859|1029934|221192,Ryan Reynolds|Justice Smith|Kathryn Newton,0,,,,Legendary Pictures,4202.0,0.204472611,305888070.0,450063166.0,69186846.0,144174568.0,20575704.0,4202.0,1.0,20365840.0,4202.0,2.0,13423698.0,4202.0,2.0,3693215.0,4202.0,2.0,5337617.0,4202.0,2.0,3070078.0,4202.0,2.0,2720694.0,4202.0,2.0
5395,A Dog's Journey,522518,tt8385474,2019-05-03,5,4,en,US,16000000.0,20298787.64536148,109,Family,Family|Adventure|Drama,PG,1.0,0.0,127408.0,1212755.0,Gail Mancuso,35974.0,Gavin Polone,19838|92572|1530941,Marg Helgenberger|Betty Gilpin|Henry Lau,1,7.3,85379829.98164938,2.3,Amblin Entertainment,3267.0,0.261558564,56088708.0,78871103.0,10830535.0,22782371.0,2521285.0,3267.0,4.0,3169860.0,3267.0,4.0,2338940.0,3267.0,4.0,696510.0,3267.0,5.0,1005405.0,3267.0,4.0,553525.0,3267.0,5.0,545010.0,3267.0,4.0
5396,Wine Country,513083,tt8169446,2019-05-08,5,2,en,US,,,103,Comedy,Comedy,R,1.0,0.0,35355.0,56322.0,Amy Poehler,56322.0,Amy Poehler,56322|52792|32905,Amy Poehler|Maya Rudolph|Rachel Dratch,0,,,,Paper Kite Productions,,,,,,,,,,,,,,,,,,,,,,,,,,,
5397,The Hustle,449562,tt1298644,2019-05-09,5,3,en,US,21000000.0,26642158.782603163,94,Comedy,Comedy|Crime,PG-13,1.0,0.0,164092.0,91493.0,Chris Addison,4504.0,Roger Birnbaum,221581|1813|1326945,Rebel Wilson|Anne Hathaway|Kumud Pant,0,,,,Pin High,3007.0,0.539199839,61992741.0,97409779.0,17064724.0,35417038.0,3997560.0,3007.0,3.0,4362102.0,3007.0,3.0,4648047.0,3007.0,3.0,917360.0,3007.0,3.0,1487645.0,3007.0,3.0,855709.0,3007.0,3.0,796301.0,3007.0,3.0
5398,Brightburn,531309,tt7752126,2019-05-09,5,3,en,US,6000000.0,7612045.36572137,91,Horror,Horror|Science Fiction,R,1.0,0.0,556604.0,1362815.0,David Yarovesky,15218.0,James Gunn,2020904|9281|62562,Jackson A. Dunn|Elizabeth Banks|David Denman,0,,,,Troll Court Entertainment,2607.0,0.600038422,15924215.0,33224654.0,11897552.0,17300439.0,3000854.0,2607.0,5.0,2431012.0,2607.0,5.0,2413792.0,2607.0,5.0,1764759.0,2607.0,6.0,1103057.0,2607.0,5.0,692922.0,2607.0,6.0,491156.0,2607.0,6.0
5399,The Dead Don't Die,535581,tt8695030,2019-05-15,5,2,en,JP,11000000.0,13955416.508119792,104,Comedy,Comedy|Horror,R,1.0,0.0,88279.0,4429.0,Jim Jarmusch,1516841.0,Carter Logan,1532|1023139|2838,Bill Murray|Adam Driver|Chloë Sevigny,0,,,,Kill the Head,613.0,1.17482076,8761863.0,15325468.0,3627915.0,6563605.0,926805.0,613.0,11.0,811490.0,613.0,12.0,801945.0,613.0,12.0,274260.0,613.0,12.0,337400.0,613.0,12.0,258195.0,613.0,12.0,217820.0,613.0,12.0
5400,John Wick: Chapter 3 - Parabellum,458156,tt6146586,2019-05-15,5,2,en,US,55000000.0,69777082.51997201,131,Action,Action|Thriller|Crime,R,1.0,1.0,646566.0,40644.0,Chad Stahelski,67759.0,Basil Iwanyk,6384|4587|6972,Keanu Reeves|Halle Berry|Ian McShane,1,7.4,121804436.12017548,2.3,Thunder Road,3850.0,1.395799606,157333700.0,328349908.0,76638941.0,171015687.0,22636381.0,3850.0,1.0,19613248.0,3850.0,1.0,14568438.0,3850.0,1.0,5722448.0,3850.0,1.0,6495961.0,3850.0,1.0,4141103.0,3850.0,1.0,3461362.0,3850.0,1.0
5401,The Silence,527261,tt7315484,2019-05-16,5,3,en,US,,,90,Horror,Horror|Drama|Thriller|Fantasy,PG-13,1.0,0.0,341738.0,26714.0,John R. Leonetti,75040.0,Alexandra Milchan,2283|934289|502,Stanley Tucci|Kiernan Shipka|Miranda Otto,0,,,,Constantin Film,,,,2325977.0,,2325977.0,,,,,,,,,,,,,,,,,,,,,
5402,Rocketman,504608,tt2066051,2019-05-17,5,4,en,CA,40000000.0,50746969.10824696,121,Music,Music|Drama,R,1.0,0.0,325368.0,974.0,Dexter Fletcher,957.0,Matthew Vaughn,1303037|478|512991,Taron Egerton|Jamie Bell|Richard Madden,0,,,,Paramount Pictures,3610.0,0.314073809,98952240.0,195320400.0,36498756.0,96368160.0,9170655.0,3610.0,3.0,9281849.0,3610.0,3.0,7273218.0,3610.0,3.0,2376032.0,3610.0,3.0,3720754.0,3610.0,3.0,2487640.0,3610.0,3.0,2188608.0,3610.0,3.0
5403,Aladdin,420817,tt6139732,2019-05-22,5,2,en,US,183000000.0,232167383.6622369,127,Adventure,Adventure|Fantasy|Romance|Family,PG,1.0,0.0,851855.0,956.0,Guy Ritchie,112690.0,Dan Lin,2888|1515478|240724,Will Smith|Mena Massoud|Naomi Scott,0,,,,Walt Disney Pictures,4476.0,0.836729741,698744784.0,1054304000.0,142697174.0,355559216.0,31358935.0,4476.0,1.0,30013295.0,4476.0,1.0,30128699.0,4476.0,1.0,25305033.0,4476.0,1.0,12014982.0,4476.0,1.0,7455705.0,4476.0,1.0,6420525.0,4476.0,1.0
5404,Avengement,534490,tt8836988,2019-05-24,5,4,en,GB,2400000.0,3044818.146288548,88,Crime,Crime|Action,Unrated,1.0,0.0,22525473.0,77295.0,Jesse V. Johnson,2028566.0,Joe Karimi-Nik,78110|51799|70517,Scott Adkins|Craig Fairbrass|Thomas Turgoose,0,,,,Compound B,,,,39153.0,,39153.0,,,,,,,,,,,,,,,,,,,,,
5405,The Secret Life of Pets 2,412117,tt5113040,2019-05-24,5,4,en,US,80000000.0,101493938.20618044,86,Family,Family|Comedy|Adventure|Animation,PG,1.0,0.0,131272.0,124748.0,Chris Renaud,65674.0,Janet Healy,10872|55638|156962,Patton Oswalt|Kevin Hart|Eric Stonestreet,1,6.5,498256584.1154701,2.9,Universal Pictures,4561.0,0.332243132,272184209.0,431164459.0,67319390.0,158980250.0,16339735.0,4561.0,1.0,17030935.0,4561.0,1.0,13282010.0,4561.0,1.0,4600840.0,4561.0,1.0,7158305.0,4561.0,1.0,4458830.0,4561.0,1.0,4448735.0,4561.0,1.0
5406,Rim of the World,531306,tt8179388,2019-05-24,5,4,en,US,,,99,Science Fiction,Science Fiction|Adventure|Action|Comedy,Unrated,1.0,0.0,65318.0,36425.0,McG,36425.0,McG,1181345|1771746|1335308,Jack Gore|Miya Cech|Benjamin Flores Jr.,0,,,,Wonderland Sound and Vision,,,,,,,,,,,,,,,,,,,,,,,,,,,
5407,Booksmart,505600,tt1489887,2019-05-24,5,4,en,US,6000000.0,7612045.36572137,102,Comedy,Comedy,R,1.0,0.0,2842.0,59315.0,Olivia Wilde,939529.0,Chelsea Barnard,481337|1496393|1394648,Kaitlyn Dever|Beanie Feldstein|Jessica Williams,0,,,,Annapurna Pictures,2505.0,0.44398496,2278645.0,24959607.0,11038184.0,22680962.0,2479902.0,2505.0,6.0,2113812.0,2505.0,6.0,2339906.0,2505.0,6.0,1767743.0,2505.0,5.0,1002349.0,2505.0,6.0,729723.0,2505.0,5.0,604749.0,2505.0,5.0
5408,Murder Mystery,514999,tt1618434,2019-05-25,5,5,en,US,24000000.0,30448181.46288548,97,Action,Action|Comedy|Mystery,PG-13,1.0,1.0,95560.0,1254001.0,Kyle Newacheck,19292.0,Adam Sandler,19292|4491|114019,Adam Sandler|Jennifer Aniston|Luke Evans,0,,,,Vinson Films,,,,,,,,,,,,,,,,,,,,,,,,,,,
5409,Game of Thrones: The Last Watch,591278,tt10090796,2019-05-26,5,6,en,US,,,115,Documentary,Documentary,Unrated,1.0,1.5,,938467.0,Jeanie Finlay,1943668.0,Rachel Hooper,17286|1223786|239019,Lena Headey|Emilia Clarke|Kit Harington,0,,,,HBO,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,Ma,502416,tt7958736,2019-05-29,5,2,en,US,5000000.0,6343371.138273033,99,Horror,Horror|Thriller,R,1.0,0.0,2222.0,55789.0,Tate Taylor,84348.0,Jason Blum,6944|3196|2048372,Octavia Spencer|Juliette Lewis|Diana Silvers,0,,,,Blumhouse Productions,2808.0,1.460060375,15324828.0,61220856.0,24948075.0,45896028.0,7242140.0,2808.0,4.0,6544275.0,2808.0,4.0,4313390.0,2808.0,4.0,1672860.0,2808.0,4.0,2480060.0,2808.0,4.0,1359210.0,2808.0,4.0,1336140.0,2808.0,4.0
5411,Godzilla: King of the Monsters,373571,tt3741700,2019-05-29,5,2,en,US,170000000.0,215674618.68684423,132,Science Fiction,Science Fiction|Action,PG-13,1.0,0.0,970871.0,11012.0,Michael Dougherty,61091.0,Jon Jashni,3497|21657|1356210,Kyle Chandler|Vera Farmiga|Millie Bobby Brown,1,6.4,275028799.25592923,5.0,Legendary Pictures,4108.0,1.444787825,276800000.0,387300138.0,63057097.0,110500138.0,19476894.0,4108.0,1.0,16136293.0,4108.0,2.0,12163106.0,4108.0,2.0,3852096.0,4108.0,2.0,5532586.0,4108.0,2.0,3247527.0,4108.0,2.0,2648595.0,4108.0,2.0
5412,Dark Phoenix,320288,tt6565702,2019-06-05,6,2,en,US,200000000.0,253734845.48966745,114,Science Fiction,Science Fiction|Action|Adventure,PG-13,1.0,1.0,1359380.0,11092.0,Simon Kinberg,7200.0,Lauren Shuler Donner,1001657|5530|3292,Sophie Turner|James McAvoy|Nicholas Hoult,1,6.8,210106430.9905258,3.0,Genre Films,3721.0,1.492028652,186597000.0,252442974.0,42762350.0,65845974.0,14035959.0,3721.0,2.0,10849779.0,3721.0,2.0,7942610.0,3721.0,3.0,2484011.0,3721.0,3.0,3878175.0,3721.0,3.0,2101573.0,3721.0,3.0,1470243.0,3721.0,4.0
5413,I Am Mother,505948,tt6292852,2019-06-07,6,4,en,US,,,114,Science Fiction,Science Fiction|Thriller,Unrated,1.0,0.0,147508.0,1980616.0,Grant Sputore,1980622.0,Kelvin Munro,1443492|9827|448,Clara Rugaard|Rose Byrne|Hilary Swank,0,,,,Mother Film Holdings,,,,643593.0,,643593.0,,,,,,,,,,,,,,,,,,,,,
5414,Men in Black: International,479455,tt2283336,2019-06-12,6,2,en,US,110000000.0,139554165.08119792,115,Comedy,Comedy|Science Fiction|Action|Adventure,PG-13,1.0,1.0,513348.0,37932.0,F. Gary Gray,2212.0,Walter F. Parkes,74568|62561|933238,Chris Hemsworth|Tessa Thompson|Rebecca Ferguson,0,,,,Amblin Entertainment,4224.0,1.071195855,173888894.0,253890701.0,41939654.0,80001807.0,10504864.0,4224.0,1.0,9525079.0,4224.0,1.0,10005895.0,4224.0,1.0,2764659.0,4224.0,2.0,4500922.0,4224.0,2.0,2554885.0,4224.0,2.0,2083350.0,4224.0,3.0
5415,Shaft,486131,tt4463894,2019-06-14,6,4,en,US,30000000.0,38060226.82345011,111,Action,Action|Crime|Comedy|Mystery,R,1.0,0.0,276353.0,20400.0,Tim Story,2043.0,John Davis,2231|198847|35705,Samuel L. Jackson|Jessie T. Usher|Regina Hall,1,6.0,132499612.66141029,19.0,Davis Entertainment,2952.0,0.293630853,,21360215.0,12386394.0,21360215.0,2728728.0,2952.0,4.0,2958283.0,2952.0,7.0,3214408.0,2952.0,7.0,802325.0,2952.0,7.0,1364453.0,2952.0,7.0,725746.0,2952.0,8.0,592451.0,2952.0,8.0
5416,Plus One,508101,tt7645122,2019-06-14,6,4,en,US,,,98,Comedy,Comedy|Romance,Unrated,1.0,0.0,10515.0,132309.0,Andrew Rhymer,132309.0,Andrew Rhymer,1030513|1413361|1180696,Jack Quaid|Maya Erskine|Beck Bennett,0,,,,Studio71,,,,44112.0,,44112.0,,,,,,,,,,,,,,,,,,,,,
5417,Anna,484641,tt7456310,2019-06-19,6,2,en,US,34000000.0,43134923.737368844,119,Action,Action|Adventure|Thriller,R,1.0,1.0,,59.0,Luc Besson,59.0,Luc Besson,1411561|15735|114019,Sasha Luss|Helen Mirren|Luke Evans,0,,,,EuropaCorp,2114.0,1.213170063,23883184.0,31626978.0,5231309.0,7743794.0,1358919.0,2114.0,7.0,1249316.0,2114.0,11.0,992412.0,2114.0,11.0,406356.0,2114.0,10.0,599776.0,2114.0,10.0,322107.0,2114.0,11.0,302423.0,2114.0,11.0
5418,Child's Play,533642,tt8663516,2019-06-19,6,2,en,US,10000000.0,12686742.274483372,90,Horror,Horror|Thriller,R,1.0,0.0,285506.0,1480320.0,Lars Klevberg,1236538.0,David Katzenberg,2|119592|1352028,Mark Hamill|Aubrey Plaza|Gabriel Bateman,0,,,,KatzSmith Productions,3007.0,1.398877472,15698671.0,44907074.0,19128399.0,29208403.0,6107709.0,3007.0,2.0,4553455.0,3007.0,3.0,3433430.0,3007.0,3.0,1505621.0,3007.0,3.0,1737132.0,3007.0,5.0,918934.0,3007.0,6.0,872118.0,3007.0,6.0
5419,Toy Story 4,301528,tt1979376,2019-06-19,6,2,en,US,175000000.0,222017989.8550264,100,Family,Family|Comedy|Animation|Adventure,G,1.0,0.0,1184513.0,84496.0,Josh Cooley,8103.0,Mark Nielsen,31|12898|8873,Tom Hanks|Tim Allen|Annie Potts,1,8.3,617274567.0772556,9.0,Pixar,4575.0,1.204036875,639803386.0,1073841394.0,178989809.0,434038008.0,47406956.0,4575.0,1.0,39524776.0,4575.0,1.0,33976333.0,4575.0,1.0,14152710.0,4575.0,1.0,20570969.0,4575.0,1.0,11950952.0,4575.0,1.0,11407113.0,4575.0,1.0
5420,Escape Plan: The Extractors,480042,tt6772804,2019-06-20,6,3,en,US,3600000.0,4567227.219432822,97,Action,Action|Thriller|Crime,R,1.0,0.0,58675.0,27846.0,John Herzfeld,17210.0,George Furla,16483|543530|62644,Sylvester Stallone|Dave Bautista|50 Cent,1,3.9,22728187.46954918,1.0,Twirly Films,,,,1766092.0,,1766092.0,,,,,,,,,,,,,,,,,,,,,
5421,Annabelle Comes Home,521029,tt8350360,2019-06-26,6,2,en,US,27000000.0,34254204.143167794,106,Horror,Horror,R,1.0,0.0,440162.0,1338249.0,Gary Dauberman,2127.0,James Wan,1172108|1597855|1411601,Mckenna Grace|Madison Iseman|Katie Sarife,1,6.5,135123255.88096902,1.9,Atomic Monster,3613.0,0.59670327,157100000.0,231252591.0,36396403.0,74152591.0,7187174.0,3525.0,2.0,3647285.0,3525.0,2.0,6630732.0,3613.0,2.0,7646954.0,3613.0,2.0,5992037.0,3613.0,2.0,2558215.0,3613.0,2.0,2734006.0,3613.0,3.0
5422,Yesterday,515195,tt8079248,2019-06-26,6,2,en,GB,26000000.0,32985529.919844847,116,Comedy,Comedy|Fantasy|Music|Romance,PG-13,1.0,0.0,652921.0,2034.0,Danny Boyle,2236.0,Tim Bevan,1227717|1016168|1252533,Himesh Patel|Lily James|Sophia Di Martino,0,,,,Working Title Films,2603.0,1.382218499,81322206.0,154608856.0,26132740.0,73286650.0,6049775.0,2603.0,3.0,6163025.0,2603.0,3.0,4797250.0,2603.0,3.0,2017125.0,2603.0,3.0,2377720.0,2603.0,4.0,2019815.0,2603.0,5.0,2708030.0,2603.0,3.0
5423,Porno,576004,tt8485772,2019-06-28,6,4,en,US,,,98,Comedy,Comedy|Horror,Unrated,1.0,0.0,,2220233.0,Keola Racela,1539329.0,Chris Cole,2220234|2220235|2220236,Evan Daves|Larry Saperstein|Jillian Mueller,0,,,,Evoke,,,,,,,,,,,,,,,,,,,,,,,,,,,
5424,Spider-Man: Far From Home,429617,tt6320628,2019-06-28,6,4,en,US,160000000.0,202987876.4536148,129,Action,Action|Adventure|Science Fiction,PG-13,1.0,2.0,1473300.0,1293994.0,Jon Watts,10850.0,Kevin Feige,1136406|131|2231,Tom Holland|Jake Gyllenhaal|Samuel L. Jackson,1,7.4,443323940.1711705,2.0,Marvel Studios,4634.0,0.838980349,741414082.0,1132723226.0,195940027.0,391283774.0,39255628.0,4634.0,1.0,27508094.0,4634.0,1.0,25720128.0,4634.0,1.0,32680863.0,4634.0,1.0,34222790.0,4634.0,1.0,25675559.0,4634.0,1.0,10876965.0,4634.0,1.0
5425,Midsommar,530385,tt8772262,2019-07-03,7,2,en,US,9000000.0,11418068.051160423,147,Horror,Horror|Drama|Mystery,R,1.0,0.0,9482.0,1145520.0,Ari Aster,131399.0,Lars Knudsen,1373737|1007683|1410478,Florence Pugh|Jack Reynor|William Jackson Harper,0,,,,B-Reel Films,2707.0,0.746907865,21073646.0,48500007.0,13093014.0,27426361.0,3007568.0,2585.0,3.0,1332746.0,2585.0,6.0,2225154.0,2707.0,6.0,2411644.0,2707.0,6.0,1923232.0,2707.0,6.0,966399.0,2707.0,6.0,1226271.0,2707.0,6.0
5426,Crawl,511987,tt8364368,2019-07-10,7,2,en,US,13500000.0,17127102.071583897,87,Horror,Horror|Thriller,R,1.0,0.0,214069.0,59291.0,Alexandre Aja,7623.0,Sam Raimi,115150|12834|1321628,Kaya Scodelario|Barry Pepper|Morfydd Clark,0,,,,Raimi Productions,3170.0,1.196054383,52527904.0,91542097.0,17834810.0,39014193.0,4353462.0,3170.0,3.0,4269950.0,3170.0,3.0,3381798.0,3170.0,3.0,1355405.0,3170.0,3.0,2136247.0,3170.0,3.0,1237220.0,3170.0,3.0,1100728.0,3170.0,3.0
5427,Stuber,513045,tt7734218,2019-07-11,7,3,en,US,16000000.0,20298787.64536148,93,Action,Action|Comedy,R,1.0,0.0,198878.0,71280.0,Michael Dowse,1236679.0,Jonathan Goldstein,543530|466505|23931,Dave Bautista|Kumail Nanjiani|Mira Sorvino,0,,,,GoldDay,3050.0,0.768397677,10020493.0,32390945.0,12081864.0,22370452.0,3105497.0,3050.0,4.0,2914618.0,3050.0,4.0,2205269.0,3050.0,4.0,847850.0,3050.0,6.0,1440823.0,3050.0,5.0,844882.0,3050.0,6.0,722925.0,3050.0,6.0
5428,Point Blank,531503,tt2499472,2019-07-12,7,4,en,US,,,86,Action,Action|Thriller,Unrated,1.0,0.0,43902.0,84335.0,Joe Lynch,81685.0,Frank Grillo,53650|81685|4726,Anthony Mackie|Frank Grillo|Marcia Gay Harden,0,,,,WarParty Films,,,,,,,,,,,,,,,,,,,,,,,,,,,
5429,The Lion King,420818,tt6105098,2019-07-12,7,4,en,US,260000000.0,329855299.1984485,118,Adventure,Adventure|Drama|Family|Animation,PG,1.0,0.0,1056471.0,15277.0,Jon Favreau,15277.0,Jon Favreau,5294|84292|119589,Chiwetel Ejiofor|John Oliver|Donald Glover,0,,,,Walt Disney Pictures,4725.0,0.32648659,1118382776.0,1662020819.0,275251534.0,543638043.0,77930758.0,4725.0,1.0,61007382.0,4725.0,1.0,52832619.0,4725.0,1.0,21050219.0,4725.0,1.0,30392565.0,4725.0,1.0,17037057.0,4725.0,1.0,15000934.0,4725.0,1.0
5430,1BR,611605,tt7541106,2019-07-18,7,3,en,US,,,90,Thriller,Thriller|Drama|Horror,Unrated,1.0,1.0,,2349062.0,David Marmor,3109419.0,Austin Thomas,2349063|1040368|4944,Nicole Brydon Bloom|Giles Matthey|Taylor Nichols,0,,,,Malevolent FIlms,,,,16125.0,,16125.0,,,,,,,,,,,,,,,,,,,,,
5431,Once Upon a Time... in Hollywood,466272,tt7131622,2019-07-24,7,2,en,US,95000000.0,120524051.5766516,162,Comedy,Comedy|Drama|Thriller,R,1.0,0.0,1256729.0,138.0,Quentin Tarantino,10968.0,David Heyman,6193|287|234352,Leonardo DiCaprio|Brad Pitt|Margot Robbie,0,,,,Heyday Films,3659.0,1.313171357,249602348.0,392105159.0,58817475.0,142502728.0,16726119.0,3659.0,2.0,13282692.0,3659.0,2.0,11073207.0,3659.0,2.0,4636379.0,3659.0,2.0,5671627.0,3659.0,2.0,3950532.0,3659.0,2.0,3476919.0,3659.0,2.0
5432,Skin,542417,tt6043142,2019-07-26,7,4,en,US,,,110,Drama,Drama|Crime|History|Romance,R,1.0,0.0,46176.0,1119247.0,Guy Nattiv,38576.0,Al Corley,478|1203789|21657,Jamie Bell|Danielle Macdonald|Vera Farmiga,0,,,,Maven Screen Media,,,,135562.0,,135562.0,,,,,,,,,,,,,,,,,,,,,
5433,Fast & Furious Presents: Hobbs & Shaw,384018,tt6806448,2019-07-31,7,2,en,US,200000000.0,253734845.48966745,137,Action,Action|Adventure|Comedy,Unrated,1.0,2.0,774293.0,40684.0,David Leitch,1466097.0,Hiram Garcia,18918|976|17605,Dwayne Johnson|Jason Statham|Idris Elba,0,,,,Chris Morgan Productions,4253.0,1.309543738,586775991.0,760732926.0,83113780.0,173956935.0,23605520.0,4253.0,1.0,20552805.0,4253.0,1.0,15880625.0,4253.0,1.0,5871570.0,4253.0,1.0,8514380.0,4253.0,1.0,4658305.0,4253.0,2.0,4030575.0,4253.0,2.0
5434,The Angry Birds Movie 2,454640,tt6095472,2019-08-02,8,4,en,US,65000000.0,82463824.79445538,97,Animation,Animation|Adventure|Comedy|Family,PG,1.0,0.0,110036.0,1245730.0,Thurop Van Orman,1011957.0,John Cohen,58224|54415|62862,Jason Sudeikis|Josh Gad|Danny McBride,1,6.3,145316826.42118648,3.2,Rovio Animation,3869.0,1.485810105,106124931.0,147792047.0,17102892.0,41667116.0,2603947.0,3869.0,5.0,1705354.0,3869.0,4.0,1427845.0,3869.0,4.0,2757056.0,3869.0,6.0,4395902.0,3869.0,4.0,3201115.0,3869.0,4.0,1011673.0,3869.0,5.0
5435,Descendants 3,506574,tt8022928,2019-08-02,8,4,en,US,15000000.0,19030113.41172505,106,Family,Family|TV Movie|Adventure|Fantasy|Music,Unrated,1.0,0.0,547033.0,65310.0,Kenny Ortega,1695623.0,Arielle Boisvert,1098962|75041|1331457,Dove Cameron|Cameron Boyce|Sofia Carson,1,6.3,,2.0,"Bad Angels Productions, Ltd.",,,,,,,,,,,,,,,,,,,,,,,,,,,
5436,Dora and the Lost City of Gold,499701,tt7547410,2019-08-08,8,3,en,AU,49000000.0,62165037.1490939,102,Family,Family|Comedy|Adventure,PG,1.0,1.0,289441.0,26205.0,James Bobin,2109201.0,Kristin Burr,1428070|1826682|1109111,Isabela Merced|Jeffrey Wahlberg|Madeleine Madden,0,,,,Nickelodeon Movies,3735.0,0.732929954,60119165.0,120597108.0,25409724.0,60477943.0,6463828.0,3735.0,3.0,6000332.0,3735.0,4.0,4967428.0,3735.0,4.0,1883348.0,3735.0,4.0,3358281.0,3735.0,3.0,1510880.0,3735.0,5.0,1225627.0,3735.0,6.0
